,time,amp
0,0.0,0.0
1,0.0005,0.1256589105861043
2,0.001,0.25128904974655897
3,0.0015,0.37686165565136354
4,0.002,0.5023479856584308
5,0.0025,0.6277193258990836
6,0.003,0.7529470008534029
7,0.0035,0.8780023829120492
8,0.004,1.0028569019211846
9,0.0045000000000000005,1.1274820547071318
10,0.005,1.2518494145774055
11,0.0055,1.3759306407947713
12,0.006,1.4996974880209866
13,0.006500000000000001,1.6231218157268903
14,0.007,1.746175597565533
15,0.0075,1.8688309307050317
16,0.008,1.9910600451178588
17,0.0085,2.1128353128232984
18,0.009000000000000001,2.2341292570798004
19,0.0095,2.3549145615239935
20,0.01,2.4751640792531457
21,0.0105,2.594850841847846
22,0.011,2.7139480683317547
23,0.0115,2.832429174065242
24,0.012,2.950267779569788
25,0.0125,3.0674377192800337
26,0.013000000000000001,3.183913050220399
27,0.0135,3.2996680606032003
28,0.014,3.414677278345252
29,0.0145,3.5289154794999367
30,0.015,3.6423576966017834
31,0.0155,3.754979226920603
32,0.016,3.8667556406222823
33,0.0165,3.977662788833355
34,0.017,4.087676811606512
35,0.0175,4.1967741457842465
36,0.018000000000000002,4.304931532757852
37,0.0185,4.412126026119062
38,0.019,4.518334999201623
39,0.0195,4.623536152510139
40,0.02,4.727707521033594
41,0.0205,4.830827481440948
42,0.021,4.9328747591563165
43,0.021500000000000002,5.033828435311191
44,0.022,5.133667953571297
45,0.0225,5.232373126835672
46,0.023,5.3299241438056
47,0.0235,5.42630157542111
48,0.024,5.521486381162756
49,0.0245,5.6154599152164755
50,0.025,5.708203932499369
51,0.025500000000000002,5.799700594544248
52,0.026000000000000002,5.8899324752409274
53,0.0265,5.978882566432216
54,0.027,6.06653428336266
55,0.0275,6.1528714699781055
56,0.028,6.237878404074239
57,0.0285,6.321539802292297
58,0.029,6.403840824960184
59,0.029500000000000002,6.484767080777308
60,0.03,6.564304631341502
61,0.0305,6.642439995516414
62,0.031,6.7191601536378895
63,0.0315,6.794452551557818
64,0.032,6.868305104524067
65,0.0325,6.940706200895146
66,0.033,7.011644705688278
67,0.0335,7.081109963959667
68,0.034,7.149091804015777
69,0.0345,7.215580540454489
70,0.035,7.280566977035106
71,0.035500000000000004,7.344042409376179
72,0.036000000000000004,7.405998627480237
73,0.0365,7.466427918084548
74,0.037,7.525323066837079
75,0.0375,7.582677360296925
76,0.038,7.638484587758509
77,0.0385,7.692739042898921
78,0.039,7.745435525247861
79,0.0395,7.796569341479632
80,0.04,7.846136306526809
81,0.0405,7.894132744515157
82,0.041,7.940555489519532
83,0.0415,7.985401886140474
84,0.042,8.02866978990135
85,0.0425,8.070357567465898
86,0.043000000000000003,8.110464096676122
87,0.043500000000000004,8.148988766410577
88,0.044,8.185931476263054
89,0.0445,8.221292636041868
90,0.045,8.255073165089884
91,0.0455,8.28727449142561
92,0.046,8.317898550705625
93,0.0465,8.34694778500876
94,0.047,8.37442514144249
95,0.0475,8.400334070572034
96,0.048,8.424678524672748
97,0.0485,8.447462955806468
98,0.049,8.468692313722483
99,0.0495,8.488372043583931
100,0.05,8.5065080835204
101,0.0505,8.523106862007694
102,0.051000000000000004,8.538175295075646
103,0.051500000000000004,8.551720783345042
104,0.052000000000000005,8.563751208894676
105,0.0525,8.574274931959735
106,0.053,8.583300787462658
107,0.0535,8.590838081377711
108,0.054,8.59689658693066
109,0.0545,8.601486540634816
110,0.055,8.604618638164972
111,0.0555,8.606304030070635
112,0.056,8.606554317330163
113,0.0565,8.605381546747363
114,0.057,8.602798206192219
115,0.0575,8.598817219687461
116,0.058,8.59345194234275
117,0.0585,8.586716155138248
118,0.059000000000000004,8.578624059559537
119,0.059500000000000004,8.569190272085704
120,0.06,8.558429818532666
121,0.0605,8.546358128253676
122,0.061,8.53299102819917
123,0.0615,8.51834473683802
124,0.062,8.502435857942421
125,0.0625,8.485281374238571
126,0.063,8.466898640925503
127,0.0635,8.447305379064327
128,0.064,8.426519668840264
129,0.0645,8.404559942699887
130,0.065,8.381444978366051
131,0.0655,8.35719389173293
132,0.066,8.331826129643813
133,0.0665,8.305361462554151
134,0.067,8.277819977082528
135,0.0675,8.249222068452198
136,0.068,8.219588432825907
137,0.0685,8.188940059536712
138,0.069,8.157298223217609
139,0.0695,8.124684475832762
140,0.07,8.091120638613175
141,0.07050000000000001,8.056628793899703
142,0.07100000000000001,8.021231276896316
143,0.07150000000000001,7.98495066733654
144,0.07200000000000001,7.947809781066087
145,0.0725,7.909831661544647
146,0.073,7.871039571269888
147,0.0735,7.831456983126751
148,0.074,7.791107571665082
149,0.0745,7.750015204308746
150,0.075,7.708203932499369
151,0.0755,7.66569798277784
152,0.076,7.622521747806774
153,0.0765,7.578699777337147
154,0.077,7.53425676912232
155,0.0775,7.489217559782666
156,0.078,7.443607115624129
157,0.0785,7.397450523413918
158,0.079,7.350772981116668
159,0.0795,7.303599788594361
160,0.08,7.255956338273337
161,0.0805,7.207868105781706
162,0.081,7.159360640560507
163,0.0815,7.110459556451984
164,0.082,7.061190522268297
165,0.0825,7.011579252344062
166,0.083,6.961651497076092
167,0.0835,6.911433033453685
168,0.084,6.860949655582855
169,0.0845,6.810227165207901
170,0.085,6.759291362233657
171,0.0855,6.708168035251819
172,0.08600000000000001,6.656882952074765
173,0.08650000000000001,6.605461850280163
174,0.08700000000000001,6.553930427769804
175,0.08750000000000001,6.502314333346018
176,0.088,6.4506391573090065
177,0.0885,6.398930422078446
178,0.089,6.347213572842749
179,0.0895,6.295513968239262
180,0.09,6.243856871068738
181,0.0905,6.192267439047433
182,0.091,6.140770715600063
183,0.0915,6.089391620696927
184,0.092,6.038154941738503
185,0.0925,5.9870853244906845
186,0.093,5.93620726407396
187,0.0935,5.885545096009716
188,0.094,5.835122987326856
189,0.0945,5.784964927731895
190,0.095,5.73509472084572
191,0.0955,5.685535975510082
192,0.096,5.636312097166945
193,0.0965,5.587446279313783
194,0.097,5.538961495037827
195,0.0975,5.490880488632319
196,0.098,5.443225767297732
197,0.0985,5.396019592930935
198,0.099,5.349283974005203
199,0.0995,5.303040657543993
200,0.1,5.257311121191336
201,0.1005,5.212116565381653
202,0.101,5.167477905611806
203,0.1015,5.123415764818145
204,0.10200000000000001,5.079950465861229
205,0.10250000000000001,5.037102024120935
206,0.10300000000000001,4.994890140204587
207,0.10350000000000001,4.953334192770684
208,0.10400000000000001,4.912453231470794
209,0.1045,4.8722659700121564
210,0.105,4.832790779343403
211,0.1055,4.7940456809658905
212,0.106,4.756048340372977
213,0.1065,4.718816060619614
214,0.107,4.6823657760245245
215,0.1075,4.646714046007217
216,0.108,4.611877049062042
217,0.1085,4.577870576871401
218,0.109,4.5447100285602655
219,0.1095,4.512410405093989
220,0.11,4.4809863038214495
221,0.1105,4.450451913165457
222,0.111,4.420821007462302
223,0.1115,4.392106941952305
224,0.112,4.364322647923131
225,0.1125,4.337480628007631
226,0.113,4.311592951637828
227,0.1135,4.286671250656738
228,0.114,4.262726715089539
229,0.1145,4.239770089075594
230,0.115,4.217811666962817
231,0.1155,4.1968612895657404
232,0.116,4.17692834058861
233,0.1165,4.158021743214812
234,0.117,4.14014995686383
235,0.11750000000000001,4.123320974116867
236,0.11800000000000001,4.107542317812284
237,0.11850000000000001,4.092821038311816
238,0.11900000000000001,4.079163710938602
239,0.11950000000000001,4.0665764335879135
