,time,amp
0,0.0,0.0
1,0.0005,-2.220446049250313e-16
2,0.001,0.0
3,0.0015,0.0
4,0.002,-2.220446049250313e-16
5,0.0025,2.220446049250313e-16
6,0.003,2.220446049250313e-16
7,0.0035,-2.220446049250313e-16
8,0.004,0.0
9,0.0045000000000000005,2.220446049250313e-16
10,0.005,0.0
11,0.0055,2.220446049250313e-16
12,0.006,2.220446049250313e-16
13,0.006500000000000001,2.220446049250313e-16
14,0.007,0.0
15,0.0075,2.220446049250313e-16
16,0.008,-2.220446049250313e-16
17,0.0085,0.0
18,0.009000000000000001,2.220446049250313e-16
19,0.0095,-2.220446049250313e-16
20,0.01,0.0
21,0.0105,-2.220446049250313e-16
22,0.011,-2.220446049250313e-16
23,0.0115,-2.220446049250313e-16
24,0.012,-2.220446049250313e-16
25,0.0125,2.220446049250313e-16
26,0.013000000000000001,-2.220446049250313e-16
27,0.0135,-2.220446049250313e-16
28,0.014,2.220446049250313e-16
29,0.0145,-2.220446049250313e-16
30,0.015,2.220446049250313e-16
31,0.0155,0.0
32,0.016,0.0
33,0.0165,2.220446049250313e-16
34,0.017,-2.220446049250313e-16
35,0.0175,-2.220446049250313e-16
36,0.018000000000000002,2.220446049250313e-16
37,0.0185,-2.220446049250313e-16
38,0.019,0.0
39,0.0195,2.220446049250313e-16
40,0.02,2.220446049250313e-16
41,0.0205,-2.220446049250313e-16
42,0.021,2.220446049250313e-16
43,0.021500000000000002,-2.220446049250313e-16
44,0.022,2.220446049250313e-16
45,0.0225,0.0
46,0.023,-2.220446049250313e-16
47,0.0235,2.220446049250313e-16
48,0.024,2.220446049250313e-16
49,0.0245,2.220446049250313e-16
50,0.025,0.0
51,0.025500000000000002,-2.220446049250313e-16
52,0.026000000000000002,-2.220446049250313e-16
53,0.0265,-2.220446049250313e-16
54,0.027,2.220446049250313e-16
55,0.0275,0.0
56,0.028,-4.440892098500626e-16
57,0.0285,2.220446049250313e-16
58,0.029,2.220446049250313e-16
59,0.029500000000000002,0.0
60,0.03,2.220446049250313e-16
61,0.0305,-2.220446049250313e-16
62,0.031,0.0
63,0.0315,-2.220446049250313e-16
64,0.032,0.0
65,0.0325,-2.220446049250313e-16
66,0.033,-2.220446049250313e-16
67,0.0335,-2.220446049250313e-16
68,0.034,-2.220446049250313e-16
