,time,amp,frequencies,amplitudes,phases,numberOfSignals
0,0.0,0.0,4.0,1.0,0.0,1.0
1,0.002002002002002002,0.05029457036336618,,,,
2,0.004004004004004004,0.10046183785216795,,,,
3,0.006006006006006006,0.1503748218139367,,,,
4,0.008008008008008008,0.19990718522480458,,,,
5,0.01001001001001001,0.2489335544668916,,,,
6,0.012012012012012012,0.2973298366671723,,,,
7,0.014014014014014014,0.34497353379459045,,,,
8,0.016016016016016016,0.3917440527203973,,,,
9,0.018018018018018018,0.4375230104569043,,,,
10,0.02002002002002002,0.4821945338020477,,,,
11,0.022022022022022022,0.5256455526313207,,,,
12,0.024024024024024024,0.5677660860947078,,,,
13,0.026026026026026026,0.6084495209942171,,,,
14,0.028028028028028028,0.647592881637394,,,,
15,0.03003003003003003,0.6850970904837809,,,,
16,0.03203203203203203,0.720867218924585,,,,
17,0.03403403403403403,0.7548127275607988,,,,
18,0.036036036036036036,0.7868476953715899,,,,
19,0.03803803803803804,0.8168910371929055,,,,
20,0.04004004004004004,0.8448667089558177,,,,
21,0.04204204204204204,0.8707039001651274,,,,
22,0.044044044044044044,0.8943372131310272,,,,
23,0.04604604604604605,0.9157068285001692,,,,
24,0.04804804804804805,0.934758656667151,,,,
25,0.050050050050050046,0.9514444746831766,,,,
26,0.05205205205205205,0.9657220483153546,,,,
27,0.05405405405405406,0.9775552389476863,,,,
28,0.056056056056056056,0.98691409505316,,,,
29,0.058058058058058054,0.9937749280054242,,,,
30,0.06006006006006006,0.9981203720381463,,,,
31,0.062062062062062065,0.9999394282002937,,,,
32,0.06406406406406406,0.9992274921960794,,,,
33,0.06606606606606606,0.9959863660391044,,,,
34,0.06806806806806806,0.9902242534911986,,,,
35,0.07007007007007007,0.9819557392975067,,,,
36,0.07207207207207207,0.9712017522703763,,,,
37,0.07407407407407407,0.9579895123154889,,,,
38,0.07607607607607608,0.9423524615343186,,,,
39,0.07807807807807808,0.9243301795773083,,,,
40,0.08008008008008008,0.9039682834620162,,,,
41,0.08208208208208208,0.881318312109807,,,,
42,0.08408408408408408,0.856437595893346,,,,
43,0.08608608608608609,0.8293891115250829,,,,
44,0.08808808808808809,0.800241322654032,,,,
45,0.09009009009009009,0.769068006574317,,,,
46,0.0920920920920921,0.7359480674841035,,,,
47,0.0940940940940941,0.7009653367675974,,,,
48,0.0960960960960961,0.6642083608056142,,,,
49,0.0980980980980981,0.6257701768518059,,,,
50,0.10010010010010009,0.5857480775418397,,,,
51,0.1021021021021021,0.5442433646315792,,,,
52,0.1041041041041041,0.501361092587606,,,,
53,0.1061061061061061,0.4572098026790794,,,,
54,0.10810810810810811,0.41190124824399243,,,,
55,0.11011011011011011,0.365550111825219,,,,
56,0.11211211211211211,0.3182737148923088,,,,
57,0.11411411411411411,0.27019172088378224,,,,
58,0.11611611611611611,0.22142583232155955,,,,
59,0.11811811811811812,0.17209948276416928,,,,
60,0.12012012012012012,0.12233752437845731,,,,
61,0.12212212212212212,0.07226591192058739,,,,
62,0.12412412412412413,0.02201138392622734,,,,
63,0.12612612612612611,-0.02829885808311759,,,,
64,0.12812812812812813,-0.07853747156566927,,,,
65,0.13013013013013014,-0.12857729528186893,,,,
66,0.13213213213213212,-0.1782916711579755,,,,
67,0.13413413413413414,-0.22755476487608253,,,,
68,0.13613613613613612,-0.2762418843790738,,,,
69,0.13813813813813813,-0.32422979548437053,,,,
70,0.14014014014014015,-0.3713970338075683,,,,
71,0.14214214214214213,-0.41762421220646645,,,,
72,0.14414414414414414,-0.46279432296729867,,,,
73,0.14614614614614616,-0.5067930339682727,,,,
74,0.14814814814814814,-0.5495089780708056,,,,
75,0.15015015015015015,-0.5908340350059581,,,,
76,0.15215215215215216,-0.6306636050425574,,,,
77,0.15415415415415415,-0.6688968737443391,,,,
78,0.15615615615615616,-0.7054370671459532,,,,
79,0.15815815815815815,-0.7401916967019432,,,,
80,0.16016016016016016,-0.7730727933887175,,,,
81,0.16216216216216217,-0.8039971303669406,,,,
82,0.16416416416416416,-0.8328864336407734,,,,
83,0.16616616616616617,-0.8596675801807451,,,,
84,0.16816816816816815,-0.8842727830087774,,,,
85,0.17017017017017017,-0.9066397627768893,,,,
86,0.17217217217217218,-0.9267119054052849,,,,
87,0.17417417417417416,-0.9444384053808287,,,,
88,0.17617617617617617,-0.959774394353189,,,,
89,0.1781781781781782,-0.97268105470316,,,,
90,0.18018018018018017,-0.9831257177957041,,,,
91,0.18218218218218218,-0.9910819466690196,,,,
92,0.1841841841841842,-0.9965296029503367,,,,
93,0.18618618618618618,-0.9994548978290693,,,,
94,0.1881881881881882,-0.9998504269583004,,,,
95,0.19019019019019018,-0.9977151891962615,,,,
96,0.1921921921921922,-0.9930545891403677,,,,
97,0.1941941941941942,-0.9858804234473958,,,,
98,0.1961961961961962,-0.9762108509744296,,,,
99,0.1981981981981982,-0.9640703468161508,,,,
100,0.20020020020020018,-0.9494896403548136,,,,
101,0.2022022022022022,-0.9325056374797075,,,,
102,0.2042042042042042,-0.9131613271729835,,,,
103,0.2062062062062062,-0.8915056726982843,,,,
104,0.2082082082082082,-0.8675934876676014,,,,
105,0.21021021021021022,-0.8414852973000504,,,,
106,0.2122122122122122,-0.8132471852237333,,,,
107,0.21421421421421422,-0.7829506262084631,,,,
108,0.21621621621621623,-0.750672305252724,,,,
109,0.2182182182182182,-0.7164939234827836,,,,
110,0.22022022022022023,-0.6805019913552525,,,,
111,0.2222222222222222,-0.6427876096865396,,,,
112,0.22422422422422422,-0.6034462390634266,,,,
113,0.22622622622622623,-0.5625774582184371,,,,
114,0.22822822822822822,-0.5202847119815792,,,,
115,0.23023023023023023,-0.4766750494464279,,,,
116,0.23223223223223222,-0.4318588530132981,,,,
117,0.23423423423423423,-0.38594955899532896,,,,
118,0.23623623623623624,-0.3390633704946757,,,,
119,0.23823823823823823,-0.29131896327554796,,,,
